n, e
9731, 30.10644994
9732, 30.10686495
9733, 30.10727991
9734, 30.10769483
9735, 30.10810970
9736, 30.10852454
9737, 30.10893933
9738, 30.10935408
9739, 30.10976879
9740, 30.11018345
9741, 30.11059808
9742, 30.11101266
9743, 30.11142720
9744, 30.11184169
9745, 30.11225615
9746, 30.11267056
9747, 30.11308493
9748, 30.11349926
9749, 30.11391355
9750, 30.11432779
9751, 30.11474199
9752, 30.11515615
9753, 30.11557027
9754, 30.11598435
9755, 30.11639838
9756, 30.11681237
9757, 30.11722632
9758, 30.11764023
9759, 30.11805410
9760, 30.11846792
9761, 30.11888170
9762, 30.11929544
9763, 30.11970914
9764, 30.12012279
9765, 30.12053641
9766, 30.12094998
9767, 30.12136351
9768, 30.12177700
9769, 30.12219044
9770, 30.12260385
9771, 30.12301721
9772, 30.12343053
9773, 30.12384381
9774, 30.12425705
9775, 30.12467024
9776, 30.12508339
9777, 30.12549650
9778, 30.12590957
9779, 30.12632260
9780, 30.12673559
9781, 30.12714853
9782, 30.12756143
9783, 30.12797429
9784, 30.12838711
9785, 30.12879988
9786, 30.12921262
9787, 30.12962531
9788, 30.13003796
9789, 30.13045057
9790, 30.13086314
9791, 30.13127566
9792, 30.13168815
9793, 30.13210059
9794, 30.13251299
9795, 30.13292535
9796, 30.13333767
9797, 30.13374994
9798, 30.13416218
9799, 30.13457437
9800, 30.13498652
9801, 30.13539863
9802, 30.13581069
9803, 30.13622272
9804, 30.13663470
9805, 30.13704665
9806, 30.13745855
9807, 30.13787040
9808, 30.13828222
9809, 30.13869400
9810, 30.13910573
9811, 30.13951742
9812, 30.13992908
9813, 30.14034068
9814, 30.14075225
9815, 30.14116378
9816, 30.14157526
9817, 30.14198671
9818, 30.14239811
9819, 30.14280947
9820, 30.14322079
9821, 30.14363206
9822, 30.14404330
9823, 30.14445449
9824, 30.14486565
9825, 30.14527676
9826, 30.14568783
9827, 30.14609886
9828, 30.14650984
9829, 30.14692079
9830, 30.14733169
9831, 30.14774256
9832, 30.14815338
9833, 30.14856416
9834, 30.14897490
9835, 30.14938559
9836, 30.14979625
9837, 30.15020686
9838, 30.15061744
9839, 30.15102797
9840, 30.15143846
9841, 30.15184891
9842, 30.15225932
9843, 30.15266968
9844, 30.15308001
9845, 30.15349029
9846, 30.15390053
9847, 30.15431074
9848, 30.15472090
9849, 30.15513102
9850, 30.15554109
9851, 30.15595113
9852, 30.15636112
9853, 30.15677108
9854, 30.15718099
9855, 30.15759086
9856, 30.15800069
9857, 30.15841048
9858, 30.15882023
9859, 30.15922994
9860, 30.15963960
9861, 30.16004923
9862, 30.16045881
9863, 30.16086835
9864, 30.16127785
9865, 30.16168731
9866, 30.16209673
9867, 30.16250611
9868, 30.16291545
9869, 30.16332474
9870, 30.16373400
9871, 30.16414321
9872, 30.16455238
9873, 30.16496151
9874, 30.16537060
9875, 30.16577965
9876, 30.16618866
9877, 30.16659763
9878, 30.16700655
9879, 30.16741544
9880, 30.16782428
9881, 30.16823308
9882, 30.16864185
9883, 30.16905057
9884, 30.16945925
9885, 30.16986789
9886, 30.17027648
9887, 30.17068504
9888, 30.17109356
9889, 30.17150203
9890, 30.17191047
9891, 30.17231886
9892, 30.17272721
9893, 30.17313552
9894, 30.17354380
9895, 30.17395203
9896, 30.17436021
9897, 30.17476836
9898, 30.17517647
9899, 30.17558454
9900, 30.17599256
9901, 30.17640055
9902, 30.17680849
9903, 30.17721639
9904, 30.17762426
9905, 30.17803208
9906, 30.17843986
9907, 30.17884760
9908, 30.17925530
9909, 30.17966296
9910, 30.18007057
9911, 30.18047815
9912, 30.18088569
9913, 30.18129318
9914, 30.18170064
9915, 30.18210805
9916, 30.18251543
9917, 30.18292276
9918, 30.18333005
9919, 30.18373730
9920, 30.18414451
9921, 30.18455168
9922, 30.18495881
9923, 30.18536590
9924, 30.18577295
9925, 30.18617996
9926, 30.18658692
9927, 30.18699385
9928, 30.18740073
9929, 30.18780758
9930, 30.18821438
9931, 30.18862115
9932, 30.18902787
9933, 30.18943455
9934, 30.18984120
9935, 30.19024780
9936, 30.19065436
9937, 30.19106088
9938, 30.19146736
9939, 30.19187380
9940, 30.19228020
9941, 30.19268656
9942, 30.19309287
9943, 30.19349915
9944, 30.19390539
9945, 30.19431158
9946, 30.19471774
9947, 30.19512386
9948, 30.19552993
9949, 30.19593597
9950, 30.19634196
9951, 30.19674791
9952, 30.19715383
9953, 30.19755970
9954, 30.19796553
9955, 30.19837132
9956, 30.19877708
9957, 30.19918279
9958, 30.19958846
9959, 30.19999409
9960, 30.20039968
9961, 30.20080523
9962, 30.20121074
9963, 30.20161621
9964, 30.20202164
9965, 30.20242703
9966, 30.20283238
9967, 30.20323768
9968, 30.20364295
9969, 30.20404818
9970, 30.20445337
9971, 30.20485851
9972, 30.20526362
9973, 30.20566869
9974, 30.20607371
9975, 30.20647870
9976, 30.20688365
9977, 30.20728855
9978, 30.20769342
9979, 30.20809824
9980, 30.20850303
9981, 30.20890777
9982, 30.20931248
9983, 30.20971714
9984, 30.21012177
9985, 30.21052635
9986, 30.21093089
9987, 30.21133540
9988, 30.21173986
9989, 30.21214429
9990, 30.21254867
9991, 30.21295301
9992, 30.21335732
9993, 30.21376158
9994, 30.21416580
9995, 30.21456999
9996, 30.21497413
9997, 30.21537823
9998, 30.21578230
9999, 30.21618632
10000, 30.21659030
10001, 30.21699424
10002, 30.21739815
10003, 30.21780201
10004, 30.21820583
10005, 30.21860962
10006, 30.21901336
10007, 30.21941706
10008, 30.21982073
10009, 30.22022435
10010, 30.22062793
10011, 30.22103148
10012, 30.22143498
10013, 30.22183844
10014, 30.22224187
10015, 30.22264525
10016, 30.22304859
10017, 30.22345190
10018, 30.22385516
10019, 30.22425838
10020, 30.22466157
10021, 30.22506471
10022, 30.22546782
10023, 30.22587088
10024, 30.22627391
10025, 30.22667689
10026, 30.22707984
10027, 30.22748274
10028, 30.22788561
10029, 30.22828843
10030, 30.22869122
10031, 30.22909396
10032, 30.22949667
10033, 30.22989934
10034, 30.23030196
10035, 30.23070455
10036, 30.23110710
10037, 30.23150961
10038, 30.23191207
10039, 30.23231450
10040, 30.23271689
10041, 30.23311924
10042, 30.23352155
10043, 30.23392382
10044, 30.23432605
10045, 30.23472824
10046, 30.23513039
10047, 30.23553250
10048, 30.23593457
10049, 30.23633660
10050, 30.23673859
10051, 30.23714054
10052, 30.23754246
10053, 30.23794433
10054, 30.23834616
10055, 30.23874796
10056, 30.23914971
10057, 30.23955142
10058, 30.23995310
10059, 30.24035473
10060, 30.24075633
10061, 30.24115789
10062, 30.24155940
10063, 30.24196088
10064, 30.24236232
10065, 30.24276372
10066, 30.24316507
10067, 30.24356639
10068, 30.24396767
10069, 30.24436891
10070, 30.24477011
10071, 30.24517128
10072, 30.24557240
10073, 30.24597348
10074, 30.24637452
10075, 30.24677553
10076, 30.24717649
10077, 30.24757741
10078, 30.24797830
10079, 30.24837914
10080, 30.24877995
10081, 30.24918072
10082, 30.24958145
10083, 30.24998213
10084, 30.25038278
10085, 30.25078339
10086, 30.25118396
10087, 30.25158449
10088, 30.25198498
10089, 30.25238544
10090, 30.25278585
10091, 30.25318622
10092, 30.25358656
10093, 30.25398685
10094, 30.25438711
10095, 30.25478732
10096, 30.25518750
10097, 30.25558764
10098, 30.25598774
10099, 30.25638780
10100, 30.25678782
10101, 30.25718780
10102, 30.25758774
10103, 30.25798764
10104, 30.25838750
10105, 30.25878733
10106, 30.25918711
10107, 30.25958686
10108, 30.25998656
10109, 30.26038623
10110, 30.26078586
10111, 30.26118545
10112, 30.26158500
10113, 30.26198451
10114, 30.26238398
10115, 30.26278341
10116, 30.26318280
10117, 30.26358216
10118, 30.26398147
10119, 30.26438075
10120, 30.26477998
10121, 30.26517918
10122, 30.26557834
10123, 30.26597746
10124, 30.26637654
10125, 30.26677558
10126, 30.26717458
10127, 30.26757355
10128, 30.26797247
10129, 30.26837136
10130, 30.26877020
10131, 30.26916901
10132, 30.26956778
10133, 30.26996651
10134, 30.27036520
10135, 30.27076385
10136, 30.27116246
10137, 30.27156103
10138, 30.27195957
10139, 30.27235806
10140, 30.27275652
10141, 30.27315494
10142, 30.27355332
10143, 30.27395166
10144, 30.27434996
10145, 30.27474822
10146, 30.27514644
10147, 30.27554463
10148, 30.27594277
10149, 30.27634088
10150, 30.27673895
10151, 30.27713697
10152, 30.27753496
10153, 30.27793292
10154, 30.27833083
10155, 30.27872870
10156, 30.27912654
10157, 30.27952433
10158, 30.27992209
10159, 30.28031981
10160, 30.28071749
10161, 30.28111513
10162, 30.28151273
10163, 30.28191029
10164, 30.28230782
10165, 30.28270530
10166, 30.28310275
10167, 30.28350016
10168, 30.28389753
10169, 30.28429486
10170, 30.28469215
10171, 30.28508940
10172, 30.28548662
10173, 30.28588379
10174, 30.28628093
10175, 30.28667803
10176, 30.28707509
10177, 30.28747211
10178, 30.28786909
10179, 30.28826603
10180, 30.28866294
10181, 30.28905981
10182, 30.28945663
10183, 30.28985342
10184, 30.29025017
10185, 30.29064689
10186, 30.29104356
10187, 30.29144019
10188, 30.29183679
10189, 30.29223335
10190, 30.29262987
10191, 30.29302635
10192, 30.29342279
10193, 30.29381920
10194, 30.29421556
10195, 30.29461189
10196, 30.29500818
10197, 30.29540442
10198, 30.29580064
10199, 30.29619681
10200, 30.29659294
10201, 30.29698904
10202, 30.29738510
10203, 30.29778111
10204, 30.29817709
10205, 30.29857304
10206, 30.29896894
10207, 30.29936480
10208, 30.29976063
10209, 30.30015642
10210, 30.30055217
10211, 30.30094788
10212, 30.30134355
10213, 30.30173919
10214, 30.30213478
10215, 30.30253034
10216, 30.30292586
10217, 30.30332134
10218, 30.30371679
10219, 30.30411219
10220, 30.30450756
10221, 30.30490288
10222, 30.30529817
10223, 30.30569342
10224, 30.30608864
10225, 30.30648381
10226, 30.30687895
10227, 30.30727405
10228, 30.30766910
10229, 30.30806413
10230, 30.30845911
10231, 30.30885405
10232, 30.30924896
10233, 30.30964383
10234, 30.31003866
10235, 30.31043345
10236, 30.31082821
10237, 30.31122292
10238, 30.31161760
10239, 30.31201224
10240, 30.31240684
10241, 30.31280140
10242, 30.31319593
10243, 30.31359041
10244, 30.31398486
10245, 30.31437927
10246, 30.31477364
10247, 30.31516798
10248, 30.31556227
10249, 30.31595653
10250, 30.31635075
10251, 30.31674493
10252, 30.31713907
10253, 30.31753318
10254, 30.31792725
10255, 30.31832128
10256, 30.31871527
10257, 30.31910922
10258, 30.31950313
10259, 30.31989701
10260, 30.32029085
10261, 30.32068465
10262, 30.32107841
10263, 30.32147214
10264, 30.32186582
10265, 30.32225947
10266, 30.32265308
10267, 30.32304666
10268, 30.32344019
10269, 30.32383369
10270, 30.32422715
10271, 30.32462057
10272, 30.32501395
10273, 30.32540730
10274, 30.32580060
10275, 30.32619387
10276, 30.32658710
10277, 30.32698030
10278, 30.32737345
10279, 30.32776657
10280, 30.32815965
10281, 30.32855269
10282, 30.32894570
10283, 30.32933866
10284, 30.32973159
10285, 30.33012448
10286, 30.33051733
10287, 30.33091015
10288, 30.33130292
10289, 30.33169566
10290, 30.33208836
10291, 30.33248103
10292, 30.33287365
10293, 30.33326624
10294, 30.33365879
10295, 30.33405130
10296, 30.33444378
10297, 30.33483621
10298, 30.33522861
10299, 30.33562097
10300, 30.33601330
10301, 30.33640558
10302, 30.33679783
10303, 30.33719004
10304, 30.33758221
10305, 30.33797435
10306, 30.33836644
10307, 30.33875850
10308, 30.33915053
10309, 30.33954251
10310, 30.33993446
10311, 30.34032636
10312, 30.34071824
10313, 30.34111007
10314, 30.34150186
10315, 30.34189362
10316, 30.34228534
10317, 30.34267703
10318, 30.34306867
10319, 30.34346028
10320, 30.34385185
10321, 30.34424338
10322, 30.34463488
10323, 30.34502633
10324, 30.34541775
10325, 30.34580913
10326, 30.34620048
10327, 30.34659179
10328, 30.34698306
10329, 30.34737429
10330, 30.34776548
10331, 30.34815664
10332, 30.34854776
10333, 30.34893884
10334, 30.34932988
10335, 30.34972089
10336, 30.35011186
10337, 30.35050279
10338, 30.35089369
10339, 30.35128454
10340, 30.35167536
10341, 30.35206615
10342, 30.35245689
10343, 30.35284760
10344, 30.35323827
10345, 30.35362890
10346, 30.35401950
10347, 30.35441005
10348, 30.35480057
10349, 30.35519106
10350, 30.35558150
10351, 30.35597191
10352, 30.35636228
10353, 30.35675261
10354, 30.35714291
10355, 30.35753317
10356, 30.35792339
10357, 30.35831357
10358, 30.35870372
10359, 30.35909383
10360, 30.35948390
10361, 30.35987394
10362, 30.36026393
10363, 30.36065389
10364, 30.36104382
10365, 30.36143370
10366, 30.36182355
10367, 30.36221336
10368, 30.36260313
10369, 30.36299287
10370, 30.36338257
10371, 30.36377223
10372, 30.36416186
10373, 30.36455145
10374, 30.36494100
10375, 30.36533051
10376, 30.36571998
10377, 30.36610942
10378, 30.36649883
10379, 30.36688819
10380, 30.36727752
10381, 30.36766681
10382, 30.36805606
10383, 30.36844528
10384, 30.36883445
10385, 30.36922360
10386, 30.36961270
10387, 30.37000177
10388, 30.37039080
10389, 30.37077979
10390, 30.37116875
10391, 30.37155767
10392, 30.37194655
10393, 30.37233539
10394, 30.37272420
10395, 30.37311297
10396, 30.37350170
10397, 30.37389040
10398, 30.37427906
10399, 30.37466768
10400, 30.37505627
10401, 30.37544482
10402, 30.37583333
10403, 30.37622180
10404, 30.37661024
10405, 30.37699864
10406, 30.37738700
10407, 30.37777533
10408, 30.37816362
10409, 30.37855187
10410, 30.37894009
10411, 30.37932827
10412, 30.37971641
10413, 30.38010451
10414, 30.38049258
10415, 30.38088061
10416, 30.38126861
10417, 30.38165656
10418, 30.38204448
10419, 30.38243237
10420, 30.38282021
10421, 30.38320802
10422, 30.38359580
10423, 30.38398353
10424, 30.38437123
10425, 30.38475889
10426, 30.38514652
10427, 30.38553411
10428, 30.38592166
10429, 30.38630917
10430, 30.38669665
10431, 30.38708409
10432, 30.38747150
10433, 30.38785886
10434, 30.38824619
10435, 30.38863349
10436, 30.38902074
10437, 30.38940797
10438, 30.38979515
10439, 30.39018230
10440, 30.39056941
10441, 30.39095648
10442, 30.39134352
10443, 30.39173052
10444, 30.39211748
10445, 30.39250441
10446, 30.39289130
10447, 30.39327815
10448, 30.39366497
10449, 30.39405175
10450, 30.39443849
10451, 30.39482520
10452, 30.39521187
10453, 30.39559850
10454, 30.39598509
10455, 30.39637165
10456, 30.39675818
10457, 30.39714466
10458, 30.39753111
10459, 30.39791753
10460, 30.39830390
10461, 30.39869024
10462, 30.39907655
10463, 30.39946282
10464, 30.39984905
10465, 30.40023524
10466, 30.40062140
10467, 30.40100752
10468, 30.40139360
10469, 30.40177965
10470, 30.40216566
10471, 30.40255164
10472, 30.40293757
10473, 30.40332348
10474, 30.40370934
10475, 30.40409517
10476, 30.40448096
10477, 30.40486672
10478, 30.40525244
10479, 30.40563812
10480, 30.40602376
10481, 30.40640937
10482, 30.40679495
10483, 30.40718048
10484, 30.40756598
10485, 30.40795145
10486, 30.40833688
10487, 30.40872227
10488, 30.40910762
10489, 30.40949294
10490, 30.40987822
10491, 30.41026347
10492, 30.41064868
10493, 30.41103385
10494, 30.41141899
10495, 30.41180409
10496, 30.41218915
10497, 30.41257418
10498, 30.41295917
10499, 30.41334412
10500, 30.41372904
10501, 30.41411392
10502, 30.41449877
10503, 30.41488358
10504, 30.41526835
10505, 30.41565309
10506, 30.41603779
10507, 30.41642245
10508, 30.41680708
10509, 30.41719167
10510, 30.41757623
10511, 30.41796075
10512, 30.41834523
10513, 30.41872968
10514, 30.41911409
10515, 30.41949846
10516, 30.41988280
10517, 30.42026710
10518, 30.42065137
10519, 30.42103559
10520, 30.42141979
10521, 30.42180395
10522, 30.42218807
10523, 30.42257215
10524, 30.42295620
10525, 30.42334021
10526, 30.42372419
10527, 30.42410813
10528, 30.42449203
10529, 30.42487590
10530, 30.42525973
10531, 30.42564353
10532, 30.42602729
10533, 30.42641101
10534, 30.42679470
10535, 30.42717835
10536, 30.42756196
10537, 30.42794554
10538, 30.42832908
10539, 30.42871259
10540, 30.42909606
10541, 30.42947950
10542, 30.42986290
10543, 30.43024626
10544, 30.43062959
10545, 30.43101288
10546, 30.43139613
10547, 30.43177935
10548, 30.43216253
10549, 30.43254568
10550, 30.43292879
10551, 30.43331186
10552, 30.43369490
10553, 30.43407791
10554, 30.43446087
10555, 30.43484380
10556, 30.43522670
10557, 30.43560956
10558, 30.43599238
10559, 30.43637517
10560, 30.43675792
10561, 30.43714063
10562, 30.43752331
10563, 30.43790596
10564, 30.43828856
10565, 30.43867114
10566, 30.43905367
10567, 30.43943617
10568, 30.43981864
10569, 30.44020106
10570, 30.44058346
10571, 30.44096581
10572, 30.44134813
10573, 30.44173042
10574, 30.44211267
10575, 30.44249488
10576, 30.44287706
10577, 30.44325920
10578, 30.44364130
10579, 30.44402337
10580, 30.44440541
10581, 30.44478741
10582, 30.44516937
10583, 30.44555130
10584, 30.44593319
10585, 30.44631504
10586, 30.44669686
10587, 30.44707865
10588, 30.44746040
10589, 30.44784211
10590, 30.44822378
10591, 30.44860543
10592, 30.44898703
10593, 30.44936860
10594, 30.44975013
10595, 30.45013163
10596, 30.45051310
10597, 30.45089452
10598, 30.45127591
10599, 30.45165727
10600, 30.45203859
10601, 30.45241987
10602, 30.45280112
10603, 30.45318234
10604, 30.45356351
10605, 30.45394465
10606, 30.45432576
10607, 30.45470683
10608, 30.45508787
10609, 30.45546887
10610, 30.45584983
10611, 30.45623076
10612, 30.45661165
10613, 30.45699251
10614, 30.45737333
10615, 30.45775412
10616, 30.45813487
10617, 30.45851558
10618, 30.45889626
10619, 30.45927690
10620, 30.45965751
10621, 30.46003809
10622, 30.46041862
10623, 30.46079912
10624, 30.46117959
10625, 30.46156002
10626, 30.46194042
10627, 30.46232078
10628, 30.46270110
10629, 30.46308139
10630, 30.46346164
10631, 30.46384186
10632, 30.46422205
10633, 30.46460219
10634, 30.46498230
10635, 30.46536238
10636, 30.46574242
10637, 30.46612243
10638, 30.46650240
10639, 30.46688233
10640, 30.46726223
10641, 30.46764210
10642, 30.46802192
10643, 30.46840172
10644, 30.46878148
10645, 30.46916120
10646, 30.46954089
10647, 30.46992054
10648, 30.47030015
10649, 30.47067974
10650, 30.47105928
10651, 30.47143879
10652, 30.47181827
10653, 30.47219771
10654, 30.47257711
10655, 30.47295648
10656, 30.47333582
10657, 30.47371512
10658, 30.47409438
10659, 30.47447361
10660, 30.47485280
10661, 30.47523196
10662, 30.47561108
10663, 30.47599017
10664, 30.47636922
10665, 30.47674824
10666, 30.47712722
10667, 30.47750617
10668, 30.47788508
10669, 30.47826395
10670, 30.47864280
10671, 30.47902160
10672, 30.47940037
10673, 30.47977911
10674, 30.48015781
10675, 30.48053647
10676, 30.48091510
10677, 30.48129370
10678, 30.48167226
10679, 30.48205078
10680, 30.48242927
10681, 30.48280773
10682, 30.48318615
10683, 30.48356453
10684, 30.48394288
10685, 30.48432119
10686, 30.48469947
10687, 30.48507772
10688, 30.48545592
10689, 30.48583410
10690, 30.48621224
10691, 30.48659034
10692, 30.48696841
10693, 30.48734644
10694, 30.48772444
10695, 30.48810240
10696, 30.48848033
10697, 30.48885823
10698, 30.48923609
10699, 30.48961391
10700, 30.48999170
10701, 30.49036945
10702, 30.49074717
10703, 30.49112485
10704, 30.49150250
10705, 30.49188012
10706, 30.49225769
10707, 30.49263524
10708, 30.49301275
10709, 30.49339022
10710, 30.49376766
10711, 30.49414506
10712, 30.49452243
10713, 30.49489977
10714, 30.49527707
10715, 30.49565433
10716, 30.49603156
10717, 30.49640875
10718, 30.49678591
10719, 30.49716304
10720, 30.49754013
10721, 30.49791718
10722, 30.49829421
10723, 30.49867119
10724, 30.49904814
10725, 30.49942506
10726, 30.49980194
10727, 30.50017878
10728, 30.50055560
10729, 30.50093237
10730, 30.50130911
10731, 30.50168582
10732, 30.50206249
10733, 30.50243913
10734, 30.50281573
10735, 30.50319230
10736, 30.50356883
10737, 30.50394533
10738, 30.50432180
10739, 30.50469823
10740, 30.50507462
10741, 30.50545098
10742, 30.50582730
10743, 30.50620359
10744, 30.50657985
10745, 30.50695607
10746, 30.50733226
10747, 30.50770841
10748, 30.50808452
10749, 30.50846061
10750, 30.50883665
10751, 30.50921267
10752, 30.50958864
10753, 30.50996459
10754, 30.51034050
10755, 30.51071637
10756, 30.51109221
10757, 30.51146801
10758, 30.51184378
10759, 30.51221952
10760, 30.51259522
10761, 30.51297089
10762, 30.51334652
10763, 30.51372212
10764, 30.51409768
10765, 30.51447321
10766, 30.51484870
10767, 30.51522416
10768, 30.51559958
10769, 30.51597497
10770, 30.51635033
10771, 30.51672565
10772, 30.51710094
10773, 30.51747619
10774, 30.51785140
10775, 30.51822659
10776, 30.51860174
10777, 30.51897685
10778, 30.51935193
10779, 30.51972697
10780, 30.52010198
10781, 30.52047696
10782, 30.52085190
10783, 30.52122681
10784, 30.52160168
10785, 30.52197652
10786, 30.52235132
10787, 30.52272609
10788, 30.52310082
10789, 30.52347553
10790, 30.52385019
10791, 30.52422482
10792, 30.52459942
10793, 30.52497398
10794, 30.52534851
10795, 30.52572300
10796, 30.52609746
10797, 30.52647189
10798, 30.52684628
10799, 30.52722064
10800, 30.52759496
10801, 30.52796925
10802, 30.52834350
10803, 30.52871772
10804, 30.52909190
10805, 30.52946605
10806, 30.52984017
10807, 30.53021425
10808, 30.53058830
10809, 30.53096231
10810, 30.53133629
10811, 30.53171024
10812, 30.53208415
10813, 30.53245802
10814, 30.53283186
10815, 30.53320567
10816, 30.53357944
10817, 30.53395318
10818, 30.53432689
10819, 30.53470056
10820, 30.53507420
10821, 30.53544780
10822, 30.53582137
10823, 30.53619490
10824, 30.53656840
10825, 30.53694186
10826, 30.53731530
10827, 30.53768869
10828, 30.53806206
10829, 30.53843538
10830, 30.53880868
10831, 30.53918194
10832, 30.53955517
10833, 30.53992836
10834, 30.54030152
10835, 30.54067464
10836, 30.54104773
10837, 30.54142079
10838, 30.54179381
10839, 30.54216679
10840, 30.54253975
10841, 30.54291267
10842, 30.54328555
10843, 30.54365840
10844, 30.54403122
10845, 30.54440400
10846, 30.54477675
10847, 30.54514947
10848, 30.54552215
10849, 30.54589479
10850, 30.54626741
10851, 30.54663998
10852, 30.54701253
10853, 30.54738504
10854, 30.54775752
10855, 30.54812996
10856, 30.54850237
10857, 30.54887474
10858, 30.54924708
10859, 30.54961939
10860, 30.54999166
10861, 30.55036390
10862, 30.55073611
10863, 30.55110828
10864, 30.55148041
10865, 30.55185252
10866, 30.55222459
10867, 30.55259662
10868, 30.55296862
10869, 30.55334059
10870, 30.55371252
10871, 30.55408442
10872, 30.55445629
10873, 30.55482812
10874, 30.55519992
10875, 30.55557168
10876, 30.55594341
10877, 30.55631511
10878, 30.55668677
10879, 30.55705840
10880, 30.55742999
10881, 30.55780155
10882, 30.55817308
10883, 30.55854457
10884, 30.55891603
10885, 30.55928746
10886, 30.55965885
10887, 30.56003021
10888, 30.56040153
10889, 30.56077282
10890, 30.56114408
10891, 30.56151530
10892, 30.56188649
10893, 30.56225764
10894, 30.56262876
10895, 30.56299985
10896, 30.56337091
10897, 30.56374193
10898, 30.56411291
10899, 30.56448386
10900, 30.56485478
10901, 30.56522567
10902, 30.56559652
10903, 30.56596734
10904, 30.56633812
10905, 30.56670887
10906, 30.56707959
10907, 30.56745027
10908, 30.56782092
10909, 30.56819154
10910, 30.56856212
10911, 30.56893267
10912, 30.56930318
10913, 30.56967366
10914, 30.57004411
10915, 30.57041452
10916, 30.57078490
10917, 30.57115525
10918, 30.57152556
10919, 30.57189584
10920, 30.57226609
10921, 30.57263630
10922, 30.57300648
10923, 30.57337662
10924, 30.57374674
10925, 30.57411681
10926, 30.57448686
10927, 30.57485687
10928, 30.57522684
10929, 30.57559679
10930, 30.57596670
10931, 30.57633657
10932, 30.57670642
10933, 30.57707623
10934, 30.57744600
10935, 30.57781575
10936, 30.57818545
10937, 30.57855513
10938, 30.57892477
10939, 30.57929438
10940, 30.57966395
10941, 30.58003350
10942, 30.58040300
10943, 30.58077248
10944, 30.58114192
10945, 30.58151133
10946, 30.58188070
10947, 30.58225004
10948, 30.58261935
10949, 30.58298862
10950, 30.58335786
10951, 30.58372707
10952, 30.58409624
10953, 30.58446538
10954, 30.58483449
10955, 30.58520357
10956, 30.58557261
10957, 30.58594161
10958, 30.58631059
10959, 30.58667953
10960, 30.58704843
10961, 30.58741730
10962, 30.58778614
10963, 30.58815495
10964, 30.58852372
10965, 30.58889246
10966, 30.58926117
10967, 30.58962984
10968, 30.58999848
10969, 30.59036709
10970, 30.59073566
10971, 30.59110420
10972, 30.59147271
10973, 30.59184118
10974, 30.59220962
10975, 30.59257803
10976, 30.59294641
10977, 30.59331475
10978, 30.59368305
10979, 30.59405133
10980, 30.59441957
10981, 30.59478778
10982, 30.59515595
10983, 30.59552409
10984, 30.59589220
10985, 30.59626027
10986, 30.59662831
10987, 30.59699632
10988, 30.59736430
10989, 30.59773224
10990, 30.59810015
10991, 30.59846802
10992, 30.59883587
10993, 30.59920367
10994, 30.59957145
10995, 30.59993919
10996, 30.60030690
10997, 30.60067458
10998, 30.60104222
10999, 30.60140983
11000, 30.60177741
11001, 30.60214495
11002, 30.60251247
11003, 30.60287994
11004, 30.60324739
11005, 30.60361480
11006, 30.60398218
11007, 30.60434952
11008, 30.60471684
11009, 30.60508412
11010, 30.60545136
11011, 30.60581858
11012, 30.60618576
11013, 30.60655290
11014, 30.60692002
11015, 30.60728710
11016, 30.60765415
11017, 30.60802116
11018, 30.60838814
11019, 30.60875509
11020, 30.60912201
11021, 30.60948889
11022, 30.60985574
11023, 30.61022256
11024, 30.61058934
11025, 30.61095610
11026, 30.61132281
11027, 30.61168950
11028, 30.61205615
11029, 30.61242277
11030, 30.61278936
11031, 30.61315591
11032, 30.61352243
11033, 30.61388892
11034, 30.61425537
11035, 30.61462180
11036, 30.61498818
11037, 30.61535454
11038, 30.61572086
11039, 30.61608715
11040, 30.61645341
11041, 30.61681964
11042, 30.61718583
11043, 30.61755199
11044, 30.61791811
11045, 30.61828421
11046, 30.61865027
11047, 30.61901629
11048, 30.61938229
11049, 30.61974825
11050, 30.62011418
11051, 30.62048007
11052, 30.62084594
11053, 30.62121177
11054, 30.62157757
11055, 30.62194333
11056, 30.62230906
11057, 30.62267476
11058, 30.62304043
11059, 30.62340606
11060, 30.62377166
11061, 30.62413723
11062, 30.62450277
11063, 30.62486827
11064, 30.62523374
11065, 30.62559918
11066, 30.62596458
11067, 30.62632995
11068, 30.62669529
11069, 30.62706060
11070, 30.62742587
11071, 30.62779111
11072, 30.62815632
11073, 30.62852150
11074, 30.62888664
11075, 30.62925175
11076, 30.62961683
11077, 30.62998187
11078, 30.63034689
11079, 30.63071187
11080, 30.63107681
11081, 30.63144173
11082, 30.63180661
11083, 30.63217146
11084, 30.63253628
11085, 30.63290106
11086, 30.63326581
11087, 30.63363053
11088, 30.63399522
11089, 30.63435987
11090, 30.63472449
11091, 30.63508908
11092, 30.63545363
11093, 30.63581816
11094, 30.63618265
11095, 30.63654711
11096, 30.63691153
11097, 30.63727592
11098, 30.63764029
11099, 30.63800461
11100, 30.63836891
11101, 30.63873317
11102, 30.63909740
11103, 30.63946160
11104, 30.63982577
11105, 30.64018990
11106, 30.64055400
11107, 30.64091807
11108, 30.64128210
11109, 30.64164610
11110, 30.64201007
11111, 30.64237401
11112, 30.64273792
11113, 30.64310179
11114, 30.64346563
11115, 30.64382944
11116, 30.64419322
11117, 30.64455696
11118, 30.64492067
11119, 30.64528435
11120, 30.64564800
11121, 30.64601161
11122, 30.64637519
11123, 30.64673874
11124, 30.64710226
11125, 30.64746574
11126, 30.64782919
11127, 30.64819261
11128, 30.64855600
11129, 30.64891935
